province,aquaculture_type,year,hectares,ton,tons_per_ha
Sulawesi Barat,freshwater pond,2005,66,NA,NA
Sulawesi Barat,freshwater pond,2006,46,559,12.152173913043478
Sulawesi Barat,freshwater pond,2007,74,30,0.40540540540540543
Sulawesi Barat,freshwater pond,2008,66,26,0.3939393939393939
Sulawesi Barat,freshwater pond,2009,385,158,0.4103896103896104
Sulawesi Barat,freshwater pond,2010,390,426,1.0923076923076922
Sulawesi Barat,freshwater pond,2011,201,608,3.0248756218905473
Sulawesi Barat,freshwater pond,2012,2122,538,0.2535344015080113
Sulawesi Barat,freshwater pond,2013,344,867,2.520348837209302
Sulawesi Barat,freshwater pond,2014,327,1355,4.143730886850153
Sulawesi Barat,freshwater pond,2015,268,1882,7.022388059701493
Sulawesi Barat,marine culture,2e3,NA,NA,NA
Sulawesi Barat,marine culture,2001,NA,NA,NA
Sulawesi Barat,marine culture,2002,NA,NA,NA
Sulawesi Barat,marine culture,2003,NA,NA,NA
Sulawesi Barat,marine culture,2004,NA,NA,NA
Sulawesi Barat,marine culture,2005,24,NA,NA
Sulawesi Barat,marine culture,2006,484,1199,2.477272727272727
Sulawesi Barat,marine culture,2007,577,578,1.001733102253033
Sulawesi Barat,marine culture,2008,438,1294,2.954337899543379
Sulawesi Barat,marine culture,2009,987,9942,10.072948328267477
Sulawesi Barat,marine culture,2010,989,13211,13.35793731041456
Sulawesi Barat,marine culture,2011,941,21553,22.904357066950052
Sulawesi Barat,marine culture,2012,19945,27343,1.3709200300827276
Sulawesi Barat,marine culture,2013,533,33127,62.151969981238274
Sulawesi Barat,marine culture,2014,435,39323,90.39770114942529
Sulawesi Barat,marine culture,2015,343,36864,107.47521865889213
Sulawesi Barat,nets step,2e3,NA,NA,NA
Sulawesi Barat,nets step,2001,NA,NA,NA
Sulawesi Barat,nets step,2002,NA,NA,NA
Sulawesi Barat,nets step,2003,NA,NA,NA
Sulawesi Barat,nets step,2004,NA,NA,NA
Sulawesi Barat,nets step,2005,NA,NA,NA
Sulawesi Barat,nets step,2006,NA,NA,NA
Sulawesi Barat,nets step,2007,NA,NA,NA
Sulawesi Barat,nets step,2008,NA,NA,NA
Sulawesi Barat,nets step,2009,NA,NA,NA
Sulawesi Barat,nets step,2010,NA,NA,NA
Sulawesi Barat,nets step,2011,NA,NA,NA
Sulawesi Barat,nets step,2012,NA,NA,NA
Sulawesi Barat,nets step,2013,NA,NA,NA
Sulawesi Barat,nets step,2014,6,NA,NA
Sulawesi Barat,nets step,2015,15,NA,NA
Sulawesi Barat,paddy field,2e3,NA,NA,NA
Sulawesi Barat,paddy field,2001,NA,NA,NA
Sulawesi Barat,paddy field,2002,NA,NA,NA
Sulawesi Barat,paddy field,2003,NA,NA,NA
Sulawesi Barat,paddy field,2004,NA,NA,NA
Sulawesi Barat,paddy field,2005,7,NA,NA
Sulawesi Barat,paddy field,2006,14,NA,NA
Sulawesi Barat,paddy field,2007,14,351,25.071428571428573
Sulawesi Barat,paddy field,2008,4,334,83.5
Sulawesi Barat,paddy field,2009,9,201,22.333333333333332
Sulawesi Barat,paddy field,2010,4,142,35.5
Sulawesi Barat,paddy field,2011,16,221,13.8125
Sulawesi Barat,paddy field,2012,7712,1257,0.16299273858921162
Sulawesi Barat,paddy field,2013,21,1453,69.19047619047619
Sulawesi Barat,paddy field,2014,5,1737,347.4
Sulawesi Barat,paddy field,2015,5,1579,315.8
Sulawesi Barat,total,2e3,NA,NA,NA
Sulawesi Barat,total,2001,NA,NA,NA
Sulawesi Barat,total,2002,NA,NA,NA
Sulawesi Barat,total,2003,NA,NA,NA
Sulawesi Barat,total,2004,NA,NA,NA
Sulawesi Barat,total,2005,2216,NA,NA
Sulawesi Barat,total,2006,2182,15481,7.0948670944088
Sulawesi Barat,total,2007,1055,5489,5.202843601895735
Sulawesi Barat,total,2008,2047,12133,5.927210552027357
Sulawesi Barat,total,2009,4979,25342,5.089777063667403
Sulawesi Barat,total,2010,4920,29801,6.057113821138211
Sulawesi Barat,total,2011,5724,40315,7.043151642208246
Sulawesi Barat,total,2012,30365,48514,1.5976947143092377
Sulawesi Barat,total,2013,5890,55074,9.350424448217318
Sulawesi Barat,total,2014,8438,67549,8.005333017302679
Sulawesi Barat,total,2015,8458,89730,10.608890990777962
Sulawesi Selatan,brackish pond,2e3,NA,111563,NA
Sulawesi Selatan,brackish pond,2001,NA,111569,NA
Sulawesi Selatan,brackish pond,2002,NA,109617,NA
Sulawesi Selatan,brackish pond,2003,NA,100071,NA
Sulawesi Selatan,brackish pond,2004,NA,126281,NA
Sulawesi Selatan,brackish pond,2005,25135,133088,5.294927392082753
Sulawesi Selatan,brackish pond,2006,12712,104996,8.25959723096287
Sulawesi Selatan,brackish pond,2007,12260,297677,24.280342577487765
Sulawesi Selatan,brackish pond,2008,15424,272891,17.692621887966805
Sulawesi Selatan,brackish pond,2009,15589,233607,14.985374302392712
Sulawesi Selatan,brackish pond,2010,22226,534456,24.04643210654189
Sulawesi Selatan,brackish pond,2011,20551,600241,29.207386501873387
Sulawesi Selatan,brackish pond,2012,106842,744385,6.967157110499616
Sulawesi Selatan,brackish pond,2013,20285,918645,45.28691151096869
Sulawesi Selatan,brackish pond,2014,19783,1001214,50.609816509123995
Sulawesi Selatan,brackish pond,2015,23795,1052493,44.231687329270855
Sulawesi Selatan,cage,2e3,NA,NA,NA
Sulawesi Selatan,cage,2001,NA,NA,NA
Sulawesi Selatan,cage,2002,NA,NA,NA
Sulawesi Selatan,cage,2003,NA,NA,NA
Sulawesi Selatan,cage,2004,NA,NA,NA
Sulawesi Selatan,cage,2005,NA,2,NA
Sulawesi Selatan,cage,2006,1,NA,NA
Sulawesi Selatan,cage,2007,4,NA,NA
Sulawesi Selatan,cage,2008,NA,NA,NA
Sulawesi Selatan,cage,2009,NA,104,NA
Sulawesi Selatan,cage,2010,NA,123,NA
Sulawesi Selatan,cage,2011,NA,194,NA
Sulawesi Selatan,cage,2012,2,217,108.5
Sulawesi Selatan,cage,2013,NA,364,NA
Sulawesi Selatan,cage,2014,NA,282,NA
Sulawesi Selatan,cage,2015,NA,352,NA
Sulawesi Selatan,floating cage,2e3,NA,NA,NA
Sulawesi Selatan,floating cage,2001,NA,NA,NA
Sulawesi Selatan,floating cage,2002,NA,NA,NA
Sulawesi Selatan,floating cage,2003,NA,NA,NA
Sulawesi Selatan,floating cage,2004,NA,NA,NA
Sulawesi Selatan,floating cage,2005,NA,NA,NA
Sulawesi Selatan,floating cage,2006,NA,NA,NA
Sulawesi Selatan,floating cage,2007,NA,NA,NA
Sulawesi Selatan,floating cage,2008,NA,40,NA
Sulawesi Selatan,floating cage,2009,NA,NA,NA
Sulawesi Selatan,floating cage,2010,NA,NA,NA
Sulawesi Selatan,floating cage,2011,NA,NA,NA
Sulawesi Selatan,floating cage,2012,NA,NA,NA
Sulawesi Selatan,floating cage,2013,NA,375,NA
Sulawesi Selatan,floating cage,2014,NA,NA,NA
Sulawesi Selatan,floating cage,2015,NA,NA,NA
Sulawesi Selatan,freshwater pond,2e3,NA,3807,NA
Sulawesi Selatan,freshwater pond,2001,NA,3807,NA
Sulawesi Selatan,freshwater pond,2002,NA,9570,NA
Sulawesi Selatan,freshwater pond,2003,NA,3193,NA
Sulawesi Selatan,freshwater pond,2004,NA,3353,NA
Sulawesi Selatan,freshwater pond,2005,894,2904,3.248322147651007
Sulawesi Selatan,freshwater pond,2006,847,1737,2.050767414403778
Sulawesi Selatan,freshwater pond,2007,819,2168,2.647130647130647
Sulawesi Selatan,freshwater pond,2008,1146,2315,2.020069808027923
Sulawesi Selatan,freshwater pond,2009,1086,3662,3.3720073664825048
Sulawesi Selatan,freshwater pond,2010,1659,4886,2.9451476793248945
Sulawesi Selatan,freshwater pond,2011,1317,6273,4.763097949886105
Sulawesi Selatan,freshwater pond,2012,6928,6987,1.0085161662817552
Sulawesi Selatan,freshwater pond,2013,1799,8222,4.570316842690383
Sulawesi Selatan,freshwater pond,2014,2181,8780,4.025676295277396
Sulawesi Selatan,freshwater pond,2015,1602,9308,5.810237203495631
Sulawesi Selatan,marine culture,2e3,NA,NA,NA
Sulawesi Selatan,marine culture,2001,NA,NA,NA
Sulawesi Selatan,marine culture,2002,NA,NA,NA
Sulawesi Selatan,marine culture,2003,NA,NA,NA
Sulawesi Selatan,marine culture,2004,NA,20141,NA
Sulawesi Selatan,marine culture,2005,149,201406,1351.7181208053692
Sulawesi Selatan,marine culture,2006,605,406474,671.8578512396695
Sulawesi Selatan,marine culture,2007,731,415727,568.7099863201095
Sulawesi Selatan,marine culture,2008,11491,461593,40.169959098424854
Sulawesi Selatan,marine culture,2009,4838,627383,129.67817279867714
Sulawesi Selatan,marine culture,2010,24667,815777,33.071593627113145
Sulawesi Selatan,marine culture,2011,26748,1024310,38.29482578136683
Sulawesi Selatan,marine culture,2012,35094,1480791,42.19499059668319
Sulawesi Selatan,marine culture,2013,27268,1661417,60.92918439196127
Sulawesi Selatan,marine culture,2014,26928,2087873,77.53539067142009
Sulawesi Selatan,marine culture,2015,12975,2411918,185.889633911368
Sulawesi Selatan,nets step,2e3,NA,NA,NA
Sulawesi Selatan,nets step,2001,NA,NA,NA
Sulawesi Selatan,nets step,2002,NA,NA,NA
Sulawesi Selatan,nets step,2003,NA,NA,NA
Sulawesi Selatan,nets step,2004,NA,NA,NA
Sulawesi Selatan,nets step,2005,NA,NA,NA
Sulawesi Selatan,nets step,2006,NA,NA,NA
Sulawesi Selatan,nets step,2007,NA,NA,NA
Sulawesi Selatan,nets step,2008,NA,NA,NA
Sulawesi Selatan,nets step,2009,NA,NA,NA
Sulawesi Selatan,nets step,2010,NA,NA,NA
Sulawesi Selatan,nets step,2011,NA,NA,NA
Sulawesi Selatan,nets step,2012,NA,NA,NA
Sulawesi Selatan,nets step,2013,NA,NA,NA
Sulawesi Selatan,nets step,2014,NA,NA,NA
Sulawesi Selatan,nets step,2015,NA,NA,NA
Sulawesi Selatan,paddy field,2e3,NA,4642,NA
Sulawesi Selatan,paddy field,2001,NA,3626,NA
Sulawesi Selatan,paddy field,2002,NA,2468,NA
Sulawesi Selatan,paddy field,2003,NA,3924,NA
Sulawesi Selatan,paddy field,2004,NA,4119,NA
Sulawesi Selatan,paddy field,2005,1670,2024,1.2119760479041917
Sulawesi Selatan,paddy field,2006,NA,1686,NA
Sulawesi Selatan,paddy field,2007,NA,2276,NA
Sulawesi Selatan,paddy field,2008,NA,1801,NA
Sulawesi Selatan,paddy field,2009,NA,1144,NA
Sulawesi Selatan,paddy field,2010,NA,2126,NA
Sulawesi Selatan,paddy field,2011,NA,2255,NA
Sulawesi Selatan,paddy field,2012,10300,2627,0.2550485436893204
Sulawesi Selatan,paddy field,2013,NA,3114,NA
Sulawesi Selatan,paddy field,2014,NA,5285,NA
Sulawesi Selatan,paddy field,2015,NA,5350,NA
Sulawesi Selatan,total,2e3,NA,453580,NA
Sulawesi Selatan,total,2001,NA,450589,NA
Sulawesi Selatan,total,2002,NA,468917,NA
Sulawesi Selatan,total,2003,NA,476882,NA
Sulawesi Selatan,total,2004,NA,153894,NA
Sulawesi Selatan,total,2005,27848,339424,12.188451594369434
Sulawesi Selatan,total,2006,14165,514892,36.34959406989058
Sulawesi Selatan,total,2007,13813,717848,51.96901469630058
Sulawesi Selatan,total,2008,28061,738640,26.32265421759738
Sulawesi Selatan,total,2009,21513,865899,40.25003486264119
Sulawesi Selatan,total,2010,48552,1357368,27.956994562530895
Sulawesi Selatan,total,2011,48616,1633274,33.59540069113049
Sulawesi Selatan,total,2012,22679,2235007,98.5496274086159
Sulawesi Selatan,total,2013,49352,2592136,52.523423569460206
Sulawesi Selatan,total,2014,48892,3103434,63.47529248138755
Sulawesi Selatan,total,2015,38372,3479420,90.67601376003336
Sulawesi Tengah,brackish pond,2e3,NA,4515,NA
Sulawesi Tengah,brackish pond,2001,NA,4515,NA
Sulawesi Tengah,brackish pond,2002,NA,911,NA
Sulawesi Tengah,brackish pond,2003,NA,24142,NA
Sulawesi Tengah,brackish pond,2004,NA,6320,NA
Sulawesi Tengah,brackish pond,2005,106593,9347,0.08768868499807679
Sulawesi Tengah,brackish pond,2006,87455,10181,0.11641415585158081
Sulawesi Tengah,brackish pond,2007,93959,18987,0.20207750188912185
Sulawesi Tengah,brackish pond,2008,103097,11702,0.11350475765541189
Sulawesi Tengah,brackish pond,2009,101952,13591,0.13330783113622097
Sulawesi Tengah,brackish pond,2010,105859,23214,0.21929169933590908
Sulawesi Tengah,brackish pond,2011,107312,42057,0.39191329953779636
Sulawesi Tengah,brackish pond,2012,19628,30627,1.5603729366211534
Sulawesi Tengah,brackish pond,2013,107557,83215,0.7736827914501149
Sulawesi Tengah,brackish pond,2014,109832,73733,0.6713252968169569
Sulawesi Tengah,brackish pond,2015,109561,113202,1.0332326283987916
Sulawesi Tengah,cage,2e3,NA,12,NA
Sulawesi Tengah,cage,2001,NA,12,NA
Sulawesi Tengah,cage,2002,NA,2,NA
Sulawesi Tengah,cage,2003,NA,NA,NA
Sulawesi Tengah,cage,2004,NA,27,NA
Sulawesi Tengah,cage,2005,243,23,0.09465020576131687
Sulawesi Tengah,cage,2006,NA,44,NA
Sulawesi Tengah,cage,2007,NA,27,NA
Sulawesi Tengah,cage,2008,2,29,14.5
Sulawesi Tengah,cage,2009,1,41,41
Sulawesi Tengah,cage,2010,1,266,266
Sulawesi Tengah,cage,2011,0,273,Inf
Sulawesi Tengah,cage,2012,NA,346,NA
Sulawesi Tengah,cage,2013,3,9,3
Sulawesi Tengah,cage,2014,3,38,12.666666666666666
Sulawesi Tengah,cage,2015,3,25,8.333333333333334
Sulawesi Tengah,floating cage,2e3,NA,NA,NA
Sulawesi Tengah,floating cage,2001,NA,NA,NA
Sulawesi Tengah,floating cage,2002,NA,NA,NA
Sulawesi Tengah,floating cage,2003,NA,NA,NA
Sulawesi Tengah,floating cage,2004,NA,923,NA
Sulawesi Tengah,floating cage,2005,NA,923,NA
Sulawesi Tengah,floating cage,2006,NA,NA,NA
Sulawesi Tengah,floating cage,2007,NA,NA,NA
Sulawesi Tengah,floating cage,2008,1,NA,NA
Sulawesi Tengah,floating cage,2009,NA,NA,NA
Sulawesi Tengah,floating cage,2010,NA,NA,NA
Sulawesi Tengah,floating cage,2011,NA,NA,NA
Sulawesi Tengah,floating cage,2012,NA,NA,NA
Sulawesi Tengah,floating cage,2013,0,630,Inf
Sulawesi Tengah,floating cage,2014,NA,91,NA
Sulawesi Tengah,floating cage,2015,NA,58,NA
Sulawesi Tengah,freshwater pond,2e3,NA,0,NA
Sulawesi Tengah,freshwater pond,2001,NA,233,NA
Sulawesi Tengah,freshwater pond,2002,NA,24,NA
Sulawesi Tengah,freshwater pond,2003,NA,11267,NA
Sulawesi Tengah,freshwater pond,2004,NA,1173,NA
Sulawesi Tengah,freshwater pond,2005,2982,1580,0.5298457411133467
Sulawesi Tengah,freshwater pond,2006,10081,1629,0.16159111199285786
Sulawesi Tengah,freshwater pond,2007,3984,1663,0.4174196787148594
Sulawesi Tengah,freshwater pond,2008,4540,1617,0.35616740088105725
Sulawesi Tengah,freshwater pond,2009,4774,3537,0.7408881441139505
Sulawesi Tengah,freshwater pond,2010,5136,4294,0.8360591900311527
Sulawesi Tengah,freshwater pond,2011,5894,4394,0.7455039022734985
Sulawesi Tengah,freshwater pond,2012,1716,6793,3.9586247086247086
Sulawesi Tengah,freshwater pond,2013,10490,6546,0.6240228789323164
Sulawesi Tengah,freshwater pond,2014,7211,6460,0.8958535570655942
Sulawesi Tengah,freshwater pond,2015,7352,8040,1.0935799782372144
Sulawesi Tengah,marine culture,2e3,NA,NA,NA
Sulawesi Tengah,marine culture,2001,NA,NA,NA
Sulawesi Tengah,marine culture,2002,NA,NA,NA
Sulawesi Tengah,marine culture,2003,NA,NA,NA
Sulawesi Tengah,marine culture,2004,NA,13780,NA
Sulawesi Tengah,marine culture,2005,59061,124512,2.108193223954894
Sulawesi Tengah,marine culture,2006,59239,170275,2.874373301372407
Sulawesi Tengah,marine culture,2007,60110,182074,3.029013475295292
Sulawesi Tengah,marine culture,2008,61268,286294,4.672814519814585
Sulawesi Tengah,marine culture,2009,14347,710991,49.55677145047745
Sulawesi Tengah,marine culture,2010,26453,716496,27.085623558764603
Sulawesi Tengah,marine culture,2011,36283,734635,20.247361023068656
Sulawesi Tengah,marine culture,2012,26951,891428,33.07587844606879
Sulawesi Tengah,marine culture,2013,41534,1234021,29.71110415563153
Sulawesi Tengah,marine culture,2014,44822,1137589,25.38014814153764
Sulawesi Tengah,marine culture,2015,48088,1274906,26.511936449841958
Sulawesi Tengah,nets step,2e3,NA,NA,NA
Sulawesi Tengah,nets step,2001,NA,NA,NA
Sulawesi Tengah,nets step,2002,NA,NA,NA
Sulawesi Tengah,nets step,2003,NA,NA,NA
Sulawesi Tengah,nets step,2004,NA,NA,NA
Sulawesi Tengah,nets step,2005,NA,NA,NA
Sulawesi Tengah,nets step,2006,NA,NA,NA
Sulawesi Tengah,nets step,2007,NA,NA,NA
Sulawesi Tengah,nets step,2008,NA,NA,NA
Sulawesi Tengah,nets step,2009,NA,NA,NA
Sulawesi Tengah,nets step,2010,NA,NA,NA
Sulawesi Tengah,nets step,2011,NA,NA,NA
Sulawesi Tengah,nets step,2012,NA,NA,NA
Sulawesi Tengah,nets step,2013,NA,NA,NA
Sulawesi Tengah,nets step,2014,NA,478,NA
Sulawesi Tengah,nets step,2015,NA,452,NA
Sulawesi Tengah,paddy field,2e3,NA,5,NA
Sulawesi Tengah,paddy field,2001,NA,5,NA
Sulawesi Tengah,paddy field,2002,NA,19,NA
Sulawesi Tengah,paddy field,2003,NA,NA,NA
Sulawesi Tengah,paddy field,2004,NA,3,NA
Sulawesi Tengah,paddy field,2005,7018,102,0.014534055286406384
Sulawesi Tengah,paddy field,2006,4534,NA,NA
Sulawesi Tengah,paddy field,2007,6893,NA,NA
Sulawesi Tengah,paddy field,2008,7485,NA,NA
Sulawesi Tengah,paddy field,2009,7118,2,2.809778027535825e-4
Sulawesi Tengah,paddy field,2010,10723,10,9.325748391308403e-4
Sulawesi Tengah,paddy field,2011,11080,19,0.0017148014440433214
Sulawesi Tengah,paddy field,2012,NA,22,NA
Sulawesi Tengah,paddy field,2013,15071,25,0.001658814942605003
Sulawesi Tengah,paddy field,2014,12433,17,0.0013673288828118717
Sulawesi Tengah,paddy field,2015,12962,17,0.001311525999074217
Sulawesi Tengah,total,2e3,NA,101087,NA
Sulawesi Tengah,total,2001,NA,88125,NA
Sulawesi Tengah,total,2002,NA,66777,NA
Sulawesi Tengah,total,2003,NA,89829,NA
Sulawesi Tengah,total,2004,NA,22226,NA
Sulawesi Tengah,total,2005,175897,136487,0.7759484243619845
Sulawesi Tengah,total,2006,161309,182129,1.1290690538035695
Sulawesi Tengah,total,2007,164946,202750,1.229190159203618
Sulawesi Tengah,total,2008,176393,299642,1.6987182031032977
Sulawesi Tengah,total,2009,128192,728161,5.680237456315527
Sulawesi Tengah,total,2010,148172,744280,5.02308128391329
Sulawesi Tengah,total,2011,160568,781378,4.8663370036370885
Sulawesi Tengah,total,2012,48295,929215,19.240397556682886
Sulawesi Tengah,total,2013,174654,1324445,7.58325031204553
Sulawesi Tengah,total,2014,174301,1218406,6.990241019844981
Sulawesi Tengah,total,2015,177966,1396701,7.848133913219379
Sulawesi Tenggara,brackish pond,2e3,NA,8585,NA
Sulawesi Tenggara,brackish pond,2001,NA,10174,NA
Sulawesi Tenggara,brackish pond,2002,NA,16395,NA
Sulawesi Tenggara,brackish pond,2003,NA,13079,NA
Sulawesi Tenggara,brackish pond,2004,NA,13479,NA
Sulawesi Tenggara,brackish pond,2005,NA,17479,NA
Sulawesi Tenggara,brackish pond,2006,13600,11316,0.8320588235294117
Sulawesi Tenggara,brackish pond,2007,9459,9500,1.0043344962469605
Sulawesi Tenggara,brackish pond,2008,8151,24703,3.0306710833026624
Sulawesi Tenggara,brackish pond,2009,12626,30337,2.4027403769998417
Sulawesi Tenggara,brackish pond,2010,11765,46962,3.991670208244794
Sulawesi Tenggara,brackish pond,2011,11790,54921,4.6582697201017815
Sulawesi Tenggara,brackish pond,2012,4575,66183,14.46622950819672
Sulawesi Tenggara,brackish pond,2013,12368,86506,6.994340232858991
Sulawesi Tenggara,brackish pond,2014,13739,75954,5.528349952689425
Sulawesi Tenggara,brackish pond,2015,15061,74888,4.97231259544519
Sulawesi Tenggara,cage,2e3,NA,19,NA
Sulawesi Tenggara,cage,2001,NA,NA,NA
Sulawesi Tenggara,cage,2002,NA,NA,NA
Sulawesi Tenggara,cage,2003,NA,NA,NA
Sulawesi Tenggara,cage,2004,NA,NA,NA
Sulawesi Tenggara,cage,2005,NA,NA,NA
Sulawesi Tenggara,cage,2006,NA,9,NA
Sulawesi Tenggara,cage,2007,0,458,Inf
Sulawesi Tenggara,cage,2008,0,NA,NA
Sulawesi Tenggara,cage,2009,NA,NA,NA
Sulawesi Tenggara,cage,2010,NA,NA,NA
Sulawesi Tenggara,cage,2011,NA,NA,NA
Sulawesi Tenggara,cage,2012,2,NA,NA
Sulawesi Tenggara,cage,2013,NA,NA,NA
Sulawesi Tenggara,cage,2014,NA,NA,NA
Sulawesi Tenggara,cage,2015,NA,NA,NA
Sulawesi Tenggara,floating cage,2e3,NA,NA,NA
Sulawesi Tenggara,floating cage,2001,NA,NA,NA
Sulawesi Tenggara,floating cage,2002,NA,NA,NA
Sulawesi Tenggara,floating cage,2003,NA,NA,NA
Sulawesi Tenggara,floating cage,2004,NA,NA,NA
Sulawesi Tenggara,floating cage,2005,NA,NA,NA
Sulawesi Tenggara,floating cage,2006,NA,NA,NA
Sulawesi Tenggara,floating cage,2007,NA,NA,NA
Sulawesi Tenggara,floating cage,2008,NA,NA,NA
Sulawesi Tenggara,floating cage,2009,0,NA,NA
Sulawesi Tenggara,floating cage,2010,NA,NA,NA
Sulawesi Tenggara,floating cage,2011,0,NA,NA
Sulawesi Tenggara,floating cage,2012,28,NA,NA
Sulawesi Tenggara,floating cage,2013,1,NA,NA
Sulawesi Tenggara,floating cage,2014,NA,NA,NA
Sulawesi Tenggara,floating cage,2015,NA,NA,NA
Sulawesi Tenggara,freshwater pond,2e3,NA,NA,NA
Sulawesi Tenggara,freshwater pond,2001,NA,NA,NA
Sulawesi Tenggara,freshwater pond,2002,NA,2463,NA
Sulawesi Tenggara,freshwater pond,2003,NA,1015,NA
Sulawesi Tenggara,freshwater pond,2004,NA,458,NA
Sulawesi Tenggara,freshwater pond,2005,NA,4392,NA
Sulawesi Tenggara,freshwater pond,2006,2497,911,0.3648378053664397
Sulawesi Tenggara,freshwater pond,2007,58,926,15.96551724137931
Sulawesi Tenggara,freshwater pond,2008,129,486,3.7674418604651163
Sulawesi Tenggara,freshwater pond,2009,301,848,2.8172757475083055
Sulawesi Tenggara,freshwater pond,2010,407,3730,9.164619164619165
Sulawesi Tenggara,freshwater pond,2011,889,4169,4.689538807649044
Sulawesi Tenggara,freshwater pond,2012,344,6080,17.674418604651162
Sulawesi Tenggara,freshwater pond,2013,820,6176,7.53170731707317
Sulawesi Tenggara,freshwater pond,2014,993,4967,5.002014098690836
Sulawesi Tenggara,freshwater pond,2015,789,2855,3.61850443599493
Sulawesi Tenggara,marine culture,2e3,NA,NA,NA
Sulawesi Tenggara,marine culture,2001,NA,NA,NA
Sulawesi Tenggara,marine culture,2002,NA,NA,NA
Sulawesi Tenggara,marine culture,2003,NA,NA,NA
Sulawesi Tenggara,marine culture,2004,NA,84544,NA
Sulawesi Tenggara,marine culture,2005,NA,12359,NA
Sulawesi Tenggara,marine culture,2006,218,26076,119.61467889908256
Sulawesi Tenggara,marine culture,2007,319,82322,258.0626959247649
Sulawesi Tenggara,marine culture,2008,642,124858,194.4828660436137
Sulawesi Tenggara,marine culture,2009,708,186616,263.5819209039548
Sulawesi Tenggara,marine culture,2010,840,353431,420.75119047619046
Sulawesi Tenggara,marine culture,2011,1459,588745,403.52638793694314
Sulawesi Tenggara,marine culture,2012,519,640334,1233.7842003853564
Sulawesi Tenggara,marine culture,2013,1551,918245,592.0341715022566
Sulawesi Tenggara,marine culture,2014,1910,956495,500.782722513089
Sulawesi Tenggara,marine culture,2015,2476,916313,370.0779483037157
Sulawesi Tenggara,nets step,2e3,NA,NA,NA
Sulawesi Tenggara,nets step,2001,NA,NA,NA
Sulawesi Tenggara,nets step,2002,NA,NA,NA
Sulawesi Tenggara,nets step,2003,NA,NA,NA
Sulawesi Tenggara,nets step,2004,NA,NA,NA
Sulawesi Tenggara,nets step,2005,NA,NA,NA
Sulawesi Tenggara,nets step,2006,NA,NA,NA
Sulawesi Tenggara,nets step,2007,NA,NA,NA
Sulawesi Tenggara,nets step,2008,NA,NA,NA
Sulawesi Tenggara,nets step,2009,NA,NA,NA
Sulawesi Tenggara,nets step,2010,NA,NA,NA
Sulawesi Tenggara,nets step,2011,NA,NA,NA
Sulawesi Tenggara,nets step,2012,NA,NA,NA
Sulawesi Tenggara,nets step,2013,NA,NA,NA
Sulawesi Tenggara,nets step,2014,NA,NA,NA
Sulawesi Tenggara,nets step,2015,NA,NA,NA
Sulawesi Tenggara,paddy field,2e3,NA,NA,NA
Sulawesi Tenggara,paddy field,2001,NA,NA,NA
Sulawesi Tenggara,paddy field,2002,NA,NA,NA
Sulawesi Tenggara,paddy field,2003,NA,NA,NA
Sulawesi Tenggara,paddy field,2004,NA,NA,NA
Sulawesi Tenggara,paddy field,2005,NA,9,NA
Sulawesi Tenggara,paddy field,2006,NA,NA,NA
Sulawesi Tenggara,paddy field,2007,2331,NA,NA
Sulawesi Tenggara,paddy field,2008,3639,NA,NA
Sulawesi Tenggara,paddy field,2009,3679,NA,NA
Sulawesi Tenggara,paddy field,2010,3639,NA,NA
Sulawesi Tenggara,paddy field,2011,7692,NA,NA
Sulawesi Tenggara,paddy field,2012,16,NA,NA
Sulawesi Tenggara,paddy field,2013,7712,NA,NA
Sulawesi Tenggara,paddy field,2014,7712,NA,NA
Sulawesi Tenggara,paddy field,2015,7712,NA,NA
Sulawesi Tenggara,total,2e3,NA,157284,NA
Sulawesi Tenggara,total,2001,NA,175056,NA
Sulawesi Tenggara,total,2002,NA,188139,NA
Sulawesi Tenggara,total,2003,NA,203021,NA
Sulawesi Tenggara,total,2004,NA,98481,NA
Sulawesi Tenggara,total,2005,NA,34239,NA
Sulawesi Tenggara,total,2006,16315,38312,2.3482684646031258
Sulawesi Tenggara,total,2007,12167,93205,7.660475055477932
Sulawesi Tenggara,total,2008,12561,150046,11.945386513812595
Sulawesi Tenggara,total,2009,17314,217800,12.579415501905972
Sulawesi Tenggara,total,2010,16651,404123,24.270193982343404
Sulawesi Tenggara,total,2011,21830,647836,29.676408612001833
Sulawesi Tenggara,total,2012,5484,712597,129.94110138584975
Sulawesi Tenggara,total,2013,22452,1010927,45.026144664172456
Sulawesi Tenggara,total,2014,24355,1037416,42.595606651611575
Sulawesi Tenggara,total,2015,26038,994056,38.177125739304095
Sulawesi Utara,brackish pond,2e3,NA,176,NA
Sulawesi Utara,brackish pond,2001,NA,125,NA
Sulawesi Utara,brackish pond,2002,NA,9526,NA
Sulawesi Utara,brackish pond,2003,NA,10181,NA
Sulawesi Utara,brackish pond,2004,NA,183,NA
Sulawesi Utara,brackish pond,2005,61,183,3
Sulawesi Utara,brackish pond,2006,41,114,2.7804878048780486
Sulawesi Utara,brackish pond,2007,71,161,2.267605633802817
Sulawesi Utara,brackish pond,2008,120,256,2.1333333333333333
Sulawesi Utara,brackish pond,2009,135,96,0.7111111111111111
Sulawesi Utara,brackish pond,2010,202,606,3
Sulawesi Utara,brackish pond,2011,190,428,2.2526315789473683
Sulawesi Utara,brackish pond,2012,66,261,3.9545454545454546
